"","movieId","title","genres","average_rating"
"1",175661,"The Hitman's Bodyguard (2017)","Action|Comedy",4.29166666666667
"2",4020,"Gift, The (2000)","Thriller",3.25
"3",2865,"Sugar Town (1999)","Comedy",3
"4",73232,"Girl in the Park, The (2007)","Drama",4
"5",2878,"Hell Night (1981)","Horror",2.3
"6",2348,"Sid and Nancy (1986)","Drama",3.47826086956522
"7",5410,"Silent Running (1972)","Drama|Sci-Fi",3.25
"8",31359,"Moolaadé (2004)","Drama",2.75
"9",192389,"Venom (2018)","Action|Horror|Sci-Fi|Thriller",3.4
"10",2561,"True Crime (1999)","Crime|Thriller",2.77777777777778
"11",107196,"Is the Man Who Is Tall Happy? (2013)","Animation|Documentary",3
"12",237,"Forget Paris (1995)","Comedy|Romance",3.17592592592593
"13",7379,"The Alamo (2004)","Drama|War|Western",2.5
"14",1002,"Ed's Next Move (1996)","Comedy|Romance",4.16666666666667
"15",1343,"Cape Fear (1991)","Thriller",3.45631067961165
"16",2685,"Red Dwarf, The (Nain rouge, Le) (1998)","Comedy|Drama",5
"17",8982,"I Am David (2003)","Drama",3.7
"18",2511,"Long Goodbye, The (1973)","Crime|Film-Noir",3.72727272727273
"19",427,"Boxing Helena (1993)","Drama|Mystery|Romance|Thriller",2.725
"20",32285,"Boys & Girl from County Clare, The (a.k.a. The Boys from County Clare) (2003)","Comedy|Musical|Romance",2
"21",2807,"Universal Soldier: The Return (1999)","Action|Sci-Fi",1.28125
"22",3128,"Map of the World, A (1999)","Drama",3.625
"23",87006,"Eyes of a Stranger (1981)","Horror|Thriller",1.5
"24",6557,"Born to Be Wild (1995)","Adventure|Children|Comedy|Drama",3
"25",7615,"Desert Hearts (1985)","Drama",2
"26",209035,"time for sushi (2017)","Animation|Comedy",3.5
"27",6509,"Ali: Fear Eats the Soul (Angst essen Seele auf) (1974)","Drama|Romance",4.25
"28",5193,"Jazz Singer, The (1980)","Musical",2
"29",1186,"Sex, Lies, and Videotape (1989)","Drama",3.43478260869565
"30",26903,"Whisper of the Heart (Mimi wo sumaseba) (1995)","Animation|Drama|Romance",3.83333333333333
"31",2586,"Goodbye Lover (1999)","Comedy|Crime|Thriller",1.5
"32",4533,"Return of the Living Dead, The (1985)","Comedy|Horror|Sci-Fi",3.35714285714286
"33",101653,"Magadheera (2009)","Action|Adventure|Fantasy|Romance",0.5
"34",127206,"People, Places, Things (2015)","Comedy",3.5
"35",7321,"Twisted (2004)","Thriller",2.16666666666667
"36",8740,"Lower Depths, The (Donzoko) (1957)","Comedy|Drama",4
"37",8368,"Harry Potter and the Prisoner of Azkaban (2004)","Adventure|Fantasy|IMAX",3.77317073170732
"38",440,"Dave (1993)","Comedy|Romance",3.59714285714286
"39",165645,"Bad Santa 2 (2016)","Comedy",2
"40",175395,"8 Dates (2008)","Comedy",4
"41",3990,"Rugrats in Paris: The Movie (2000)","Animation|Children|Comedy",3.78571428571429
"42",1404,"Night Falls on Manhattan (1996)","Crime|Drama",2.4
"43",5184,"Heaven's Gate (1980)","Western",1.5
"44",26870,"Major League II (1994)","Comedy",3
"45",7407,"Africa Screams (1949)","Adventure|Comedy",2.6
"46",3098,"Natural, The (1984)","Drama",3.73076923076923
"47",5892,"Island at the Top of the World, The (1974)","Action|Adventure|Children",2.66666666666667
"48",1078,"Bananas (1971)","Comedy|War",3.47297297297297
"49",4502,"Ernest Saves Christmas (1988)","Children|Comedy",2.8
"50",65567,"Passengers (2008)","Drama|Mystery|Thriller",2.75
"51",6777,"Judgment at Nuremberg (1961)","Drama",4.14285714285714
"52",179815,"Roman J. Israel, Esq. (2017)","Drama|Thriller",3.75
"53",135852,"Boychoir (2014)","Drama",2.5
"54",127198,"Dope (2015)","Comedy|Drama",3.56666666666667
"55",4729,"Aberdeen (2000)","Drama",2.5
"56",2467,"Name of the Rose, The (Name der Rose, Der) (1986)","Crime|Drama|Mystery|Thriller",3.8452380952381
"57",3554,"Love and Basketball (2000)","Drama|Romance",3.4
"58",55389,"Nanny, The (1965)","Drama|Thriller",3.25
"59",97988,"Bay, The (2012)","Horror|Sci-Fi|Thriller",3.5
"60",177867,"Borg vs McEnroe (2017)","Drama",4.5
"61",26509,"Electric Dreams (1984)","Comedy|Drama|Romance|Sci-Fi",2.75
"62",529,"Searching for Bobby Fischer (1993)","Drama",3.84579439252336
"63",42721,"BloodRayne (2005)","Action|Fantasy",2.08333333333333
"64",119141,"The Interview (2014)","Action|Comedy",2.95833333333333
"65",4443,"Outland (1981)","Action|Sci-Fi|Thriller",3.625
"66",8012,"Kikujiro (Kikujirô no natsu) (1999)","Comedy|Drama",4
"67",26694,"Ju Dou (1990)","Drama",4.5
"68",3355,"Ninth Gate, The (1999)","Fantasy|Horror|Mystery|Thriller",3.39285714285714
"69",57274,"[REC] (2007)","Drama|Horror|Thriller",3.97058823529412
"70",2249,"My Blue Heaven (1990)","Comedy",3.15
"71",4574,"Blind Fury (1989)","Action|Thriller",3
"72",4878,"Donnie Darko (2001)","Drama|Mystery|Sci-Fi|Thriller",3.90196078431373
"73",1425,"Fierce Creatures (1997)","Comedy",3.21052631578947
"74",49007,"Arabesque (1966)","Adventure|Drama|Romance|Thriller",0.5
"75",7982,"Tale of Two Sisters, A (Janghwa, Hongryeon) (2003)","Drama|Horror|Mystery|Thriller",2.91666666666667
"76",494,"Executive Decision (1996)","Action|Adventure|Thriller",3.42056074766355
"77",69529,"Home (2009)","Documentary",3.4
"78",2687,"Tarzan (1999)","Adventure|Animation|Children|Drama",3.54109589041096
"79",46322,"Jet Li's Fearless (Huo Yuan Jia) (2006)","Action|Drama",4.02941176470588
"80",132261,"King Lear (1971)","Drama",3.5
"81",3161,"Onegin (1999)","Drama|Romance",3
"82",144604,"Running Out of Time 2 (2001)","Action|Crime|Thriller",3.5
"83",101294,"Shanghai Calling (2012)","Comedy|Drama|Romance",3.5
"84",459,"Getaway, The (1994)","Action|Adventure|Crime|Drama|Romance|Thriller",2.28571428571429
"85",8792,"Octane (2003)","Horror|Thriller",2
"86",103107,"20 Feet from Stardom (Twenty Feet from Stardom) (2013)","Documentary",4
"87",90428,"Margaret (2011)","Drama",3.5
"88",6319,"My Father the Hero (Mon père, ce héros.) (1991)","Comedy|Drama",2.75
"89",73392,"Collapse (2009)","Documentary",5
"90",26732,"Johnny Stecchino (1991)","Comedy",4
"91",34,"Babe (1995)","Children|Drama",3.57401315789474
"92",7450,"Laws of Attraction (2004)","Comedy|Romance",3
"93",3270,"Cutting Edge, The (1992)","Comedy|Drama|Romance",3.19444444444444
"94",89090,"Bill Cunningham New York (2011)","Documentary",3.5
"95",175199,"Annabelle: Creation (2017)","Horror",3
"96",4680,"Vampire's Kiss (1989)","Comedy|Fantasy|Horror",3.66666666666667
"97",2774,"Better Than Chocolate (1999)","Comedy|Romance",3.7
"98",62553,"Secret Life of Bees, The (2008)","Drama",3.33333333333333
"99",455,"Free Willy (1993)","Adventure|Children|Drama",2.60919540229885
"100",91597,"This Is Not a Film (In film nist) (2011)","Documentary",4
"101",925,"Golden Earrings (1947)","Adventure|Romance|War",3.33333333333333
"102",5633,"Heaven (2002)","Drama",3.125
"103",104762,"Teacher, A (2013)","Drama",2.5
"104",2749,"Morning After, The (1986)","Drama|Mystery",3.33333333333333
"105",57946,"Noriko's Dinner Table (Noriko no shokutaku) (2005)","Drama|Horror",3.75
"106",43926,"Doogal (2006)","Animation|Children",3.5
"107",26203,"Colossus: The Forbin Project (1970)","Sci-Fi|Thriller",2.33333333333333
"108",115629,"Marshland (2014)","Crime|Thriller",3.5
"109",162,"Crumb (1994)","Documentary",3.84166666666667
"110",34076,"Right Now (À tout de suite) (2004)","Crime|Drama|Romance|Thriller",4
"111",6946,"Looney Tunes: Back in Action (2003)","Action|Animation|Children|Fantasy",3
"112",106076,"Precision: The Measure of All Things (2013)","Documentary",5
"113",3793,"X-Men (2000)","Action|Adventure|Sci-Fi",3.59090909090909
"114",1297,"Real Genius (1985)","Comedy",4
"115",2773,"Alice and Martin (Alice et Martin) (1998)","Drama",4
"116",161032,"The Grandmother (1970)","Action|Drama",3
"117",82459,"True Grit (2010)","Western",3.84939759036145
"118",3121,"Hitch-Hiker, The (1953)","Drama|Film-Noir",4
"119",5217,"Super Fuzz (a.k.a. Super Snooper) (Poliziotto superpiù) (1980)","Action|Comedy|Sci-Fi",3.5
"120",152091,"The Brothers Grimsby (2016)","Comedy",2.4375
"121",90578,"Dream House (2011)","Drama|Mystery|Thriller",2.83333333333333
"122",6721,"Once Upon a Time in China (Wong Fei Hung) (1991)","Action|Adventure|Drama",3.70833333333333
"123",2583,"Cookie's Fortune (1999)","Comedy|Drama",3.3125
"124",111813,"Narco Cultura (2013)","Documentary",3.5
"125",4065,"Foxy Brown (1974)","Action|Crime|Drama",3
"126",62203,"Martyrs (2008)","Horror",3.95454545454545
"127",65193,"Wild Child (2008)","Drama|Romance",2.78571428571429
"128",4190,"Elmer Gantry (1960)","Drama",3.08333333333333
"129",3963,"Unsinkable Molly Brown, The (1964)","Musical",2.875
"130",3398,"Muppets Take Manhattan, The (1984)","Children|Comedy|Musical",3.48076923076923
"131",170709,"Teen Titans: The Judas Contract (2017)","Action|Animation|Sci-Fi",0.5
"132",169750,"Stake Land II: The Stakelander (2016)","Action|Horror",3.5
"133",226,"Dream Man (1995)","Thriller",2
"134",55854,"Fugitive, The (1947)","Drama",4
"135",45335,"Footlight Parade (1933)","Comedy|Musical|Romance",4.66666666666667
"136",4117,"Hope and Glory (1987)","Drama",3.71875
"137",8682,"Last Valley, The (1971)","Adventure",3.5
"138",111680,"At Middleton (2013)","Comedy|Romance",2.5
"139",1892,"Perfect Murder, A (1998)","Thriller",3.33333333333333
"140",7063,"Aguirre: The Wrath of God (Aguirre, der Zorn Gottes) (1972)","Adventure|Drama",3.72727272727273
"141",93805,"Iron Sky (2012)","Action|Comedy|Sci-Fi",3.75
"142",5139,"Bad News Bears, The (1976)","Comedy",3.41666666666667
"143",3238,"Eye of the Beholder (1999)","Thriller",2.52941176470588
"144",6834,"Wilder Napalm (1993)","Comedy|Fantasy|Romance",2.5
"145",93831,"American Reunion (American Pie 4) (2012)","Comedy",2.71428571428571
"146",6667,"Waco: The Rules of Engagement (1997)","Documentary",3.66666666666667
"147",205,"Unstrung Heroes (1995)","Comedy|Drama",3.42857142857143
"148",6994,"Hard Way, The (1991)","Action|Comedy",4.5
"149",125918,"Expelled (2014)","Comedy",4
"150",78574,"Winter's Bone (2010)","Drama|Thriller",3.63333333333333
"151",7003,"Kafka (1991)","Comedy|Drama|Mystery|Sci-Fi|Thriller",3.25
"152",454,"Firm, The (1993)","Drama|Thriller",3.49209486166008
"153",5465,"All About Lily Chou-Chou (Riri Shushu no subete) (2001)","Crime|Drama|Thriller",1.5
"154",3218,"Poison (1991)","Drama",2
"155",33675,"After You (Après vous...) (2003)","Comedy|Romance",4.5
"156",123349,"The Unholy (1988)","Horror",0.5
"157",3740,"Big Trouble in Little China (1986)","Action|Adventure|Comedy|Fantasy",3.42063492063492
"158",130978,"Love and Pigeons (1985)","Comedy|Romance",4.75
"159",54229,"When the Wind Blows (1986)","Animation|War",4
"160",184997,"Love, Simon (2018)","Comedy|Drama",3.375
"161",27869,"Tae Guk Gi: The Brotherhood of War (Taegukgi hwinalrimyeo) (2004)","Action|Drama|War",3.83333333333333
"162",192559,"The House with a Clock in Its Walls (2018)","Children|Fantasy|Horror|Mystery|Sci-Fi|Thriller",2.5
"163",136333,"Scooby-Doo and the Ghoul School (1988)","Animation|Children",3
"164",8258,"Citizen Toxie: The Toxic Avenger IV (2000)","Action|Comedy|Horror",4
"165",165101,"Inferno (2016)","Mystery|Thriller",3.22222222222222
"166",104576,"Seasoning House, The (2012)","Horror|Thriller",2
"167",59615,"Indiana Jones and the Kingdom of the Crystal Skull (2008)","Action|Adventure|Comedy|Sci-Fi",2.94117647058824
"168",204698,"Joker (2019)","Crime|Drama|Thriller",4.09090909090909
"169",3744,"Shaft (2000)","Action|Crime|Thriller",2.48611111111111
"170",194074,"The Hate U Give (2018)","Crime|Drama",1.5
"171",2536,"Concorde: Airport '79, The (1979)","Drama",1.7
"172",202741,"Betting On The Bride (2017)","Romance",4
"173",132965,"Appropriate Behaviour (2014)","Comedy|Drama|Romance",5
"174",1889,"Insomnia (1997)","Drama|Mystery|Thriller",3.46666666666667
"175",4246,"Bridget Jones's Diary (2001)","Comedy|Drama|Romance",3.20901639344262
"176",3249,"Hand That Rocks the Cradle, The (1992)","Drama|Thriller",3.11538461538462
"177",196559,"Adventures of Mowgli: Akela's Last Hunt (1969)","Adventure|Animation|Children",5
"178",160567,"Mike & Dave Need Wedding Dates (2016)","Comedy",2.5
"179",172091,"8 New Dates (2015)","Comedy|Romance",3
"180",6256,"House with Laughing Windows, The (Casa dalle finestre che ridono, La) (1976)","Horror|Mystery|Thriller",4
"181",193595,"The Land of Steady Habits (2018)","Comedy|Drama",1
"182",62803,"Lone Wolf and Cub: Baby Cart in Peril (Kozure Ôkami: Oya no kokoro ko no kokoro) (1972)","Action",4
"183",149850,"Another Time, Another Place (1983)","Drama",5
"184",126747,"Lotta på Bråkmakargatan (1992)","Children",3
"185",5658,"Hanky Panky (1982)","Comedy",2.75
"186",1325,"Amityville: A New Generation (1993)","Horror",1.25
"187",148881,"World of Tomorrow (2015)","Animation|Comedy",4.5
"188",5977,"Where's Poppa? (1970)","Comedy",3.75
"189",6421,"Rare Breed, The (1966)","Action|Drama|Romance|Western",3.75
"190",26680,"Cry-Baby (1990)","Comedy|Musical|Romance",3.11111111111111
"191",6809,"Tightrope (1984)","Thriller",3
"192",63082,"Slumdog Millionaire (2008)","Crime|Drama|Romance",3.81862745098039
"193",45720,"Devil Wears Prada, The (2006)","Comedy|Drama",3.4009900990099
"194",60032,"Hounddog (2007)","Drama",2
"195",13,"Balto (1995)","Adventure|Animation|Children",3.57142857142857
"196",35082,"Lila Says (Lila dit ça) (2004)","Crime|Drama|Romance",3
"197",8153,"Lust for Life (1956)","Drama",2.5
"198",26462,"Bad Boys (1983)","Crime|Drama|Thriller",3.58333333333333
"199",136477,"One Froggy Evening (1955)","Animation|Children|Comedy",3.375
"200",45003,"Shutter (2004)","Fantasy|Horror|Mystery|Thriller",3.58333333333333
"201",60763,"American Teen (2008)","Documentary",2.66666666666667
"202",73501,"Pekka ja Pätkä Suezilla (1958)","Comedy",3
"203",104998,"Paradise: Faith (Paradies: Glaube) (2012)","Drama",2.5
"204",55830,"Be Kind Rewind (2008)","Comedy",3.29545454545455
"205",40898,"Our Vines Have Tender Grapes (1945)","Drama",3.5
"206",3999,"Vertical Limit (2000)","Action|Adventure",3.08974358974359
"207",5854,"Sharky's Machine (1981)","Crime|Drama|Romance",2
"208",4534,"Return to Snowy River (a.k.a. The Man From Snowy River II) (1988)","Adventure|Drama|Western",4
"209",1887,"Almost Heroes (1998)","Adventure|Comedy|Western",2.57142857142857
"210",136726,"The Last Time You Had Fun (2015)","Comedy|Drama",2.5
"211",5545,"Unearthly, The (1957)","Horror|Sci-Fi",3.5
"212",6021,"American Friend, The (Amerikanische Freund, Der) (1977)","Crime|Drama|Mystery|Thriller",3
"213",101640,"Don (2006)","Action|Crime|Musical",1.5
"214",148,"Awfully Big Adventure, An (1995)","Drama",2
"215",80339,"Homecoming (2009)","Drama|Thriller",3.5
"216",45503,"Peaceful Warrior (2006)","Drama",3.4375
"217",2796,"Funny Farm (1988)","Comedy",3.38461538461538
"218",67792,"Black Balloon, The (2008)","Drama",4
"219",7933,"Night in Casablanca, A (1946)","Comedy",5
"220",97933,"5 Broken Cameras (2011)","Documentary",4.5
"221",1200,"Aliens (1986)","Action|Adventure|Horror|Sci-Fi",4.03650793650794
"222",192749,"Along With the Gods: The Last 49 Days (2018)","Action|Adventure|Drama|Fantasy",4
"223",2494,"Last Days, The (1998)","Documentary",2.5
"224",121275,"Highway to Hell (1991)","Action|Comedy|Fantasy|Horror",3
"225",3968,"Bedazzled (2000)","Comedy",2.96739130434783
"226",66200,"Two Lovers (2008)","Drama|Romance",3.125
"227",56156,"Hitman (2007)","Action|Crime|Thriller",2.94117647058824
"228",66015,"Passchendaele (2008)","Action|Drama|Romance|War",4.5
"229",160563,"The Legend of Tarzan (2016)","Action|Adventure",2.25
"230",6122,"Richard Pryor Live on the Sunset Strip (1982)","Comedy|Documentary",3.4
"231",6097,"Manhattan Baby (1982)","Horror",2.5
"232",73,"Misérables, Les (1995)","Drama|War",3.91666666666667
"233",665,"Underground (1995)","Comedy|Drama|War",3.78571428571429
"234",8865,"Sky Captain and the World of Tomorrow (2004)","Action|Adventure|Sci-Fi",3.17142857142857
"235",37731,"Green Street Hooligans (a.k.a. Hooligans) (2005)","Crime|Drama",3.46875
"236",1518,"Breakdown (1997)","Action|Thriller",3.18055555555556
"237",183251,"Scorched Earth (2017)","Action|Sci-Fi",2.25
"238",101262,"Geek Charming (2011)","Comedy",4.5
"239",142509,"Hardcore Henry (2015)","Action|Adventure|Sci-Fi",3.125
"240",1185,"My Left Foot (1989)","Drama",3.95588235294118
"241",33621,"Somersault (2004)","Drama",4
"242",5025,"Orange County (2002)","Comedy",3.15217391304348
"243",2979,"Body Shots (1999)","Drama",3
"244",140868,"Match (2014)","Comedy|Drama",4
"245",96096,"Mais qui a tué Pamela Rose ? (2003)","Comedy",3.5
"246",32296,"Miss Congeniality 2: Armed and Fabulous (2005)","Adventure|Comedy|Crime",2.34090909090909
"247",65588,"Gamers, The: Dorkness Rising (2008)","Action|Adventure|Comedy|Fantasy",3.5
"248",31156,"Abbott and Costello Meet the Invisible Man (1951)","Comedy|Sci-Fi",3.16666666666667
"249",2085,"101 Dalmatians (One Hundred and One Dalmatians) (1961)","Adventure|Animation|Children",3.40789473684211
"250",145384,"The Absent One (2014)","Crime|Thriller",3
"251",656,"Eddie (1996)","Comedy",3.31818181818182
"252",197537,"Velvet Buzzsaw (2019)","Crime|Drama|Horror|Mystery|Thriller",3.5
"253",3489,"Hook (1991)","Adventure|Comedy|Fantasy",3.28645833333333
"254",162724,"In Search of the Ultra-Sex (2015)","Comedy",3.5
"255",114455,"Night They Raided Minsky's, The (Night They Invented Striptease, The) (1968)","Comedy",5
"256",126110,"The Black Cat (1941)","Mystery|Thriller",3.5
"257",27879,"DiG! (2004)","Documentary",2.75
"258",8835,"Paparazzi (2004)","Drama|Thriller",2.5
"259",144716,"Rock the Kasbah (2015)","Comedy",2
"260",49754,"Daniel (1983)","Drama",3.5
"261",7004,"Kindergarten Cop (1990)","Action|Comedy|Crime|Thriller",2.88157894736842
"262",1619,"Seven Years in Tibet (1997)","Adventure|Drama|War",3.51724137931034
"263",2723,"Mystery Men (1999)","Action|Comedy|Fantasy",2.88461538461538
"264",25825,"Fury (1936)","Drama|Film-Noir",3.5
"265",924,"2001: A Space Odyssey (1968)","Adventure|Drama|Sci-Fi",4.00932835820895
"266",50068,"Letters from Iwo Jima (2006)","Drama|War",3.96875
"267",100244,"East, The (2013)","Drama",4
"268",117146,"Lucky Them (2013)","Drama",4
"269",4989,"How High (2001)","Comedy",1.875
"270",125936,"Crac (1981)","Animation",3.5
"271",152079,"London Has Fallen (2016)","Action|Crime|Thriller",2.78571428571429
"272",117430,"Gone Nutty (2002)","Animation|Comedy",3
"273",2993,"Thunderball (1965)","Action|Adventure|Thriller",3.72972972972973
"274",7459,"Carandiru (2003)","Crime|Drama",4.16666666666667
"275",3799,"Pokémon the Movie 2000 (2000)","Animation|Children",2.25
"276",97065,"Viy or Spirit of Evil (Viy) (1967)","Comedy|Drama|Fantasy|Horror",3.83333333333333
"277",103208,"Place at the Table, A (2012)","Documentary",3.5
"278",77891,"Little Fugitive (1953)","Drama",4
"279",4960,"Independent, The (2000)","Comedy",3
"280",30818,"Beyond the Sea (2004)","Drama|Musical",2.5
"281",45728,"Clerks II (2006)","Comedy",3.33720930232558
"282",5275,"Boxcar Bertha (1972)","Drama",2
"283",32025,"Walk on Water (2004)","Drama|Thriller",4.66666666666667
"284",92408,"Batch '81 (1982)","Drama",4
"285",97936,"Anna Karenina (2012)","Drama",3.0625
"286",80222,"Step Up 3D (2010)","Drama|Romance",2.875
"287",2834,"Very Thought of You, The (1998)","Comedy|Romance",2.75
"288",193287,"The World Is Yours (2018)","Comedy|Crime|Drama",3.5
"289",44234,"Illustrated Man, The (1969)","Sci-Fi",3.5
"290",4794,"Opera (1987)","Crime|Horror|Mystery",3.1
"291",7458,"Troy (2004)","Action|Adventure|Drama|War",3.27840909090909
"292",25742,"Destiny (a.k.a. Between Two Worlds) (Der müde Tod) (1921)","Fantasy",4
"293",4743,"Tortilla Soup (2001)","Comedy|Romance",3.66666666666667
"294",26082,"Harakiri (Seppuku) (1962)","Drama",3.81818181818182
"295",109072,"Sabotage (2014)","Action|Crime|Drama",3.16666666666667
"296",195855,"Death Race 4: Beyond Anarchy (2018)","Action",1
"297",165117,"Louis Theroux: Savile (2016)","Documentary",3
"298",157340,"The Angry Birds Movie (2016)","Animation|Comedy",3.125
"299",147246,"Adventures of Mowgli (1973)","Animation|Children",5
"300",78276,"Hail Mary ('Je vous salue, Marie') (1985)","Drama",3
"301",96991,"Sapphires, The (2012)","Comedy|Drama|Musical",4
"302",42418,"New World, The (2005)","Adventure|Drama|Romance",2.92857142857143
"303",3528,"Prince of Tides, The (1991)","Drama|Romance",3.14285714285714
"304",4589,"Eddie and the Cruisers (1983)","Drama|Musical|Mystery",3.4
"305",6159,"All the Real Girls (2003)","Drama|Romance",3.91666666666667
"306",1307,"When Harry Met Sally... (1989)","Comedy|Romance",3.84166666666667
"307",202547,"Good Sam (2019)","Drama|Romance",1.5
"308",2590,"Hideous Kinky (1998)","Drama",3.75
"309",3423,"School Daze (1988)","Drama",2.25
"310",969,"African Queen, The (1951)","Adventure|Comedy|Romance|War",4.22413793103448
"311",79519,"Trans-Europ-Express (1966)","Thriller",3.5
"312",8889,"Legacy, The (1978)","Horror",3
"313",4822,"Max Keeble's Big Move (2001)","Children|Comedy",2.875
"314",8848,"Vitelloni, I (a.k.a. The Young and the Passionate) (1953)","Drama",3.16666666666667
"315",134370,"Still the Water (2014)","Romance",3
"316",87430,"Green Lantern (2011)","Action|Adventure|Sci-Fi",2.35714285714286
"317",194200,"Hell Fest (2018)","Horror",3
"318",199694,"Despicable Me Presents: Minion Madness (2010)","Adventure|Animation|Children|Comedy",4
"319",166042,"Riley's First Date? (2015)","Animation|Children",3
"320",6493,"Alex and Emma (2003)","Comedy|Drama|Romance",2.875
"321",3508,"Outlaw Josey Wales, The (1976)","Action|Adventure|Drama|Thriller|Western",3.9
"322",570,"Slingshot, The (Kådisbellan) (1993)","Comedy|Drama",1
"323",906,"Gaslight (1944)","Drama|Thriller",4.02272727272727
"324",5199,"Long Riders, The (1980)","Western",4
"325",98981,"Arrival of a Train, The (1896)","Documentary",4
"326",113843,"Killing Us Softly 4: Advertising's Image of Women (2010)","Documentary",3.5
"327",71131,"Most Hated Family in America, The (2007)","Documentary",3.66666666666667
"328",6334,"Blue Car (2002)","Drama",2.33333333333333
"329",60487,"It's the Great Pumpkin, Charlie Brown (1966)","Animation|Children|Comedy",3
"330",158870,"The Monkey King the Legend Begins","Action|Adventure|Fantasy",5
"331",5685,"Real Women Have Curves (2002)","Comedy|Drama",3.375
"332",1029,"Dumbo (1941)","Animation|Children|Drama|Musical",3.46739130434783
"333",185481,"Ghostland (2018)","Horror",2.5
"334",116887,"Exodus: Gods and Kings (2014)","Action|Adventure|Drama",2.125
"335",5033,"Russia House, The (1990)","Drama|Thriller",2.66666666666667
"336",83480,"Season of the Witch (2011)","Adventure|Drama|Fantasy",2.5
"337",180017,"Spyder (2017)","Action|Thriller",3
"338",153794,"Camaraderie (2008)","Comedy|Drama|Romance",2.5
"339",97860,"Killing Them Softly (2012)","Crime|Drama|Thriller",2.75
"340",6223,"Spun (2001)","Comedy|Crime|Drama",3.66666666666667
"341",115172,"Disappearance of Eleanor Rigby: Them, The (2014)","Drama",3.75
"342",5585,"Ernest Scared Stupid (1991)","Comedy",1.16666666666667
"343",109720,"Contracted (2013)","Drama|Horror|Thriller",4
"344",61255,"Rocker, The (2008)","Comedy",3.25
"345",33644,"Dominion: Prequel to the Exorcist (2005)","Horror|Thriller",2.5
"346",4748,"3 Ninjas (1992)","Action|Children|Comedy",2.14285714285714
"347",2350,"Heart Condition (1990)","Comedy",2.625
"348",89118,"Skin I Live In, The (La piel que habito) (2011)","Drama",3.78947368421053
"349",108932,"The Lego Movie (2014)","Action|Adventure|Animation|Children|Comedy|Fantasy",3.6474358974359
"350",44840,"Benchwarmers, The (2006)","Comedy",3.7
"351",1695,"Artemisia (1997)","Drama",3.5
"352",97024,"Rust and Bone (De rouille et d'os) (2012)","Drama|Romance",3.16666666666667
"353",96664,"Where Do We Go Now? (2011)","Comedy|Drama",3.75
"354",1544,"Lost World: Jurassic Park, The (1997)","Action|Adventure|Sci-Fi|Thriller",2.93893129770992
"355",85211,"Norwegian Wood (Noruwei no mori) (2010)","Drama|Romance",3.5
"356",3077,"42 Up (1998)","Documentary",3.625
"357",3885,"Love & Sex (2000)","Comedy|Drama|Romance",4
"358",96610,"Looper (2012)","Action|Crime|Sci-Fi",3.625
"359",88248,"Quarantine 2: Terminal (2011)","Horror|Mystery|Sci-Fi",3
"360",7050,"Follow the Fleet (1936)","Comedy|Musical|Romance",4
"361",571,"Wedding Gift, The (1994)","Drama|Romance",3
"362",6113,"Godard's Passion (Passion) (1982)","Drama",4.5
"363",43923,"Tyler Perry's Madea's Family Reunion (2006)","Comedy|Drama",4
"364",107771,"Only Lovers Left Alive (2013)","Drama|Horror|Romance",3.59090909090909
"365",63853,"Australia (2008)","Adventure|Drama|War|Western",2.83333333333333
